公司名稱,工作職稱,工作內容,職務類別,工作待遇,工作性質,上班地點,管理責任,出差外派,上班時段,休假制度,可上班日,需求人數,接受身份,工作經歷,學歷要求,科系要求,語文條件,擅長工具,工作技能,其他條件,公司福利,聯絡人,聯絡方式,連結路徑
財團法人私立天主教中華聖母社會福利慈善事業基金會,照顧服務員(基金會_日照中心_聖愛家園),"1. 執行日間照顧中心收托長輩生活照顧(協助起身、移位、如廁與個人清潔維護…)；帶領長輩參與活動(如：健康操、動靜態活動)；填報照顧日誌；執行交通車隨車服務與中心環境清潔。 
2.本職務需具有【照顧服務員訓練結業證明書】。 
3.可吃苦耐勞、重紀律者並可適應團體生活者。 
4.可配合07:30-08:00加班，輪值擔任交通車隨車人員；可配合因遇業務需求週六、日加班。 
5.其它事項待面試時一併說明。 
6.應徵本職缺請先了解基金會服務內容，基金會網址
http://www.solc.org.tw/  
註：工作待遇欄位月薪為不限學歷薪資且通過考核",['照顧服務員'],"月薪23,800~32,000元",全職,嘉義市芳安路103號,不需負擔管理責任,無需出差外派,日班,依公司規定,一個月內,1人,"['上班族', '原住民']",不拘,專科,不拘,中文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘,不拘,無,"◆獎金禮金類 
1.年終獎金 2.業績獎勵金 3.績效獎金 4.考核獎金 5.久任獎金 6.三節禮金 7.生日禮金 8.結婚禮金 9.生育禮金 10.奠儀 11.春節值班禮金 12.旅遊代金 13.提案獎金 
◆保險類 
1.勞工保險 2.全民健康保險 3.團體保險(職災險、意外傷害、癌症醫療等商業保險) 4.勞工退休金提撥 
◆學術獎勵 
1.新進人員職前訓練 2.在職教育訓練 3.在職進修 4.員工培訓 5.論文獎勵金 6.教學費用補助 
◆請/休假 
1.週休二日 2.特休假 3.陪產假 4.家庭照顧假5.妊娠假 6.哺乳假 7.生理假 8.天然災害假 9.事假 10.病假 11.公假 12.婚假 13.產假 14.公傷假 15.喪假 16.留職停薪 17.育嬰留職停薪 18.原住民假 
◆補助類 
1.員工及眷屬就醫優待 2.退休員工就醫優待 3.員工定期健康檢查(免費) 4.新進人員體檢優惠 5.員工健康檢查優惠 6.員工宿舍優惠 7.員工餐廳用餐優惠 8.立體停車場停車費優惠 9.機車停車場(免費) 10.托兒(嬰)服務(托兒所、幼稚園、托嬰中心特約) 11.員工制服 
◆環境設備 
1.員工宿舍 2.員工餐廳 3.圖書館 4.哺乳室 5.籃球場 6.醫療服務專車 7.聖堂 8.桌球室 9.立體停車場 10.商店街 11.空中花園 12.國際會議廳 13.健康園區 14.有氧舞蹈空間 
◆休閒/育樂/關懷 
1.社團活動 2.特約商店 3.休閒藝文資訊 4.員工住院關懷 5.聖誕跨年晚會 6.資深員工表揚 7.多元健康促進活動 8.多元主題課程 9.員工身心靈關懷輔導與支持",彭先生,無,https://www.104.com.tw/job/6dhaa?jobsource=jolist_a_relevance
財團法人私立天主教中華聖母社會福利慈善事業基金會,影音及網頁工程師(基金會),"1. 拍攝宣傳影音及後製
2. 網頁及電子報設計製作與維護
3. 影音資料編製及紀錄建檔管理
4. 器材管理維護
5.需配合單位參加教育訓練、臨時交辦事項
應徵本職缺請先了解基金會服務內容，基金會網址http://www.solc.org.tw/
註：工作待遇欄位月薪為大學以上薪資且通過考核",['行政人員'],"月薪26,050元",全職,嘉義市民權路60號,不需負擔管理責任,無需出差外派,日班，08:00~17:00,依公司規定,一個月內,1人,"['上班族', '應屆畢業生', '日間就讀中', '夜間就讀中', '研發替代役', '外籍人士', '原住民', '二度就業', '學生實習']",1年以上,大學,不拘,不拘,Excel、Internet Explorer、Outlook、PowerPoint、Word,文書處理軟體操作,無,"◆獎金禮金類 
1.年終獎金 2.業績獎勵金 3.績效獎金 4.考核獎金 5.久任獎金 6.三節禮金 7.生日禮金 8.結婚禮金 9.生育禮金 10.奠儀 11.春節值班禮金 12.旅遊代金 13.提案獎金 
◆保險類 
1.勞工保險 2.全民健康保險 3.團體保險(職災險、意外傷害、癌症醫療等商業保險) 4.勞工退休金提撥 
◆學術獎勵 
1.新進人員職前訓練 2.在職教育訓練 3.在職進修 4.員工培訓 5.論文獎勵金 6.教學費用補助 
◆請/休假 
1.週休二日 2.特休假 3.陪產假 4.家庭照顧假5.妊娠假 6.哺乳假 7.生理假 8.天然災害假 9.事假 10.病假 11.公假 12.婚假 13.產假 14.公傷假 15.喪假 16.留職停薪 17.育嬰留職停薪 18.原住民假 
◆補助類 
1.員工及眷屬就醫優待 2.退休員工就醫優待 3.員工定期健康檢查(免費) 4.新進人員體檢優惠 5.員工健康檢查優惠 6.員工宿舍優惠 7.員工餐廳用餐優惠 8.立體停車場停車費優惠 9.機車停車場(免費) 10.托兒(嬰)服務(托兒所、幼稚園、托嬰中心特約) 11.員工制服 
◆環境設備 
1.員工宿舍 2.員工餐廳 3.圖書館 4.哺乳室 5.籃球場 6.醫療服務專車 7.聖堂 8.桌球室 9.立體停車場 10.商店街 11.空中花園 12.國際會議廳 13.健康園區 14.有氧舞蹈空間 
◆休閒/育樂/關懷 
1.社團活動 2.特約商店 3.休閒藝文資訊 4.員工住院關懷 5.聖誕跨年晚會 6.資深員工表揚 7.多元健康促進活動 8.多元主題課程 9.員工身心靈關懷輔導與支持",彭先生,job@stm.org.tw,https://www.104.com.tw/job/6exmq?jobsource=jolist_a_relevance
財團法人慈濟傳播人文志業基金會,系統工程師(副級),"在符合本基金會ISMS相關要求下執行以下任務：
1.日常資訊系統規劃與維運，執行各項資訊安全要求任務、監控與告警處理。
2.評估各項技術之應用可行性。
3.電視製播相關電腦及系統、網路設備操作及維護。
4.電視、網路傳輸、資訊相關系統應用規劃及建置。
5.主機虛擬化、儲存設備及備份之執行管理。
6.系統建置、測試、驗收及相關文件的撰寫
7.解決使用者電腦問題。
8.需配合專案需求，進行必要之待命與觀察，亦有可能於離峰時間作業。","['網路管理工程師', '系統維護／操作人員', '電腦系統分析師']",待遇面議 （經常性薪資達 4 萬元或以上）,全職,台北市北投區立德路2號,不需負擔管理責任,無需出差外派,日班/晚班/假日班，需輪班,週休二日,一個月內,2人,"['上班族', '應屆畢業生']",3年以上,專科、大學、碩士,資訊工程相關、電機電子工程相關,不拘,NDS/Novell Directory Services、Windows 7、Windows 10、MS SQL、DNS、Firewall、FTP、IIS、TCP/IP、Excel、PowerPoint、Word、SAN/NAS、VM,不拘,無,"1.員工上班時間具彈性時間可運用
2.天然災害期間出勤可另申請加班費或補休。
◆ 休閒類
	1.社團活動
◆ 制度類
	1.員工制服
◆ 設備類
	1.員工餐廳
	2.哺乳室
◆ 請 / 休假制度
	1.週休二日
	2.特休/年假
	3.陪產假
	4.家庭照顧假
	5.女性同仁生理假
◆ 其他
	1.員工停車位
	2.健康檢查
◆ 保險類
	1.員工團保
        2.旅行平安險",廖小姐,無,https://www.104.com.tw/job/6uiq3?jobsource=jolist_a_relevance
財團法人慈濟傳播人文志業基金會,系統工程師(助級),"在符合本基金會ISMS相關要求下執行以下任務：
1電視製播相關電腦及系統、網路設備維護及異常排除。
1.1需配合排班輪值早晚班，早班05:30-14:30、晚班14:30-23:30。
2一般電腦及週邊維護及解決使用者電腦問題。
3機房設備維護。
4使用各種工具／套件來減少維運的所需要的工作與人力。
5需配合專案需求，進行必要之待命與觀察，亦有可能於離峰時間作業。","['網路管理工程師', '系統維護／操作人員', '電腦系統分析師']","月薪25,000~39,000元",全職,台北市北投區立德路2號,不需負擔管理責任,無需出差外派,日班/晚班/假日班，需輪班,週休二日,一個月內,2人,"['上班族', '應屆畢業生']",不拘,專科、大學,資訊工程相關、電機電子工程相關,不拘,Windows 7、Windows 10、TCP/IP、Excel、PowerPoint、Word,不拘,無,"1.員工上班時間具彈性時間可運用
2.天然災害期間出勤可另申請加班費或補休。
◆ 休閒類
	1.社團活動
◆ 制度類
	1.員工制服
◆ 設備類
	1.員工餐廳
	2.哺乳室
◆ 請 / 休假制度
	1.週休二日
	2.特休/年假
	3.陪產假
	4.家庭照顧假
	5.女性同仁生理假
◆ 其他
	1.員工停車位
	2.健康檢查
◆ 保險類
	1.員工團保
        2.旅行平安險",廖小姐,無,https://www.104.com.tw/job/6uigo?jobsource=jolist_a_relevance
財團法人慈濟傳播人文志業基金會,系統工程師(師級),"在符合本基金會ISMS相關要求下執行以下任務：
1.具大型網路設計與系統整合規劃之能力
2.評估各項技術之應用可行性。
3.電視、網路傳輸、及各種資訊系統規劃及建置。
4.各種資訊設備、網路管理維護。主機虛擬化、儲存設備及備份之系統整合。
5.系統建置、測試、驗收及相關文件的撰寫
6.解決使用者電腦問題。
7.需配合專案需求，進行必要之待命與觀察，亦有可能於離峰時間作業。","['網路管理工程師', '系統維護／操作人員', '電腦系統分析師']",待遇面議 （經常性薪資達 4 萬元或以上）,全職,台北市北投區立德路2號,不需負擔管理責任,無需出差外派,日班/晚班/假日班，需輪班,週休二日,一個月內,1人,"['上班族', '應屆畢業生']",5年以上,專科、大學、碩士,資訊工程相關、電機電子工程相關,不拘,NDS/Novell Directory Services、Windows 7、Windows 10、Lotus Notes、MS SQL、DNS、Firewall、FTP、IIS、TCP/IP、Excel、PowerPoint、Word、SAN/NAS、VM,不拘,無,"1.員工上班時間具彈性時間可運用
2.天然災害期間出勤可另申請加班費或補休。
◆ 休閒類
	1.社團活動
◆ 制度類
	1.員工制服
◆ 設備類
	1.員工餐廳
	2.哺乳室
◆ 請 / 休假制度
	1.週休二日
	2.特休/年假
	3.陪產假
	4.家庭照顧假
	5.女性同仁生理假
◆ 其他
	1.員工停車位
	2.健康檢查
◆ 保險類
	1.員工團保
        2.旅行平安險",廖小姐,無,https://www.104.com.tw/job/6uirg?jobsource=jolist_a_relevance
財團法人創世社會福利基金會,人事人員(差勤),"1.出勤管理及審核
2.勞健保作業
3.年休假管理
4.年度行事曆排定
5.人事系統管理
6.人資相關作業
7.主管交辦事項",['人力資源人員'],"月薪34,000~42,000元",全職,台北市士林區,不需負擔管理責任,需出差，一年累積時間約一個月以下,日班，08:00~17:30(午休1.5H),週休二日,兩週內,1人,"['上班族', '歡迎身心障礙人士，需附身心障礙證明']",3年以上,大學,不拘,不拘,Access、Excel、Outlook、Word,不拘,無,"◆ 獎金/禮劵類
1.工作考核獎金：端午.中秋.年終
2.激勵獎金(社區服務員/活動企劃人員)
3.端午.中秋.聖誕禮劵.開工紅包
4.護士節禮劵(護理照護人員)

◆ 保險類
1.勞保.健保.員工團保
2.意外險.旅平險
3.職災保險

◆ 休閒類
1.伙伴小群
2.慶生會
3.員工聯歡活動

◆ 制度類
1.完整的職涯規劃與訓練
2.順暢的升遷管道
3.良善的員工溝通管道(成立勞資會議.人事評議委員會.員工協調委員會)
4.成立員工福委會照顧員工

◆ 設備類
1.員工宿舍(出差借用)
2.員工餐廳(伙食團)
3.圖書館(智庫)
4.哺乳室

◆ 請/休假制度
1.週休二日(8:00-17:30 中午休息1.5H) ;護理人員輪三班 
2.其它假別依勞基法規定不另說明

◆ 福利類
1.結婚禮金
2.生育津貼
3.喪葬補助
4.重大傷病慰問
5.急難救助
6.員工之子女教育補助
7.育兒奶粉尿布補助
8.旅遊補助
9.退職金提撥 (賢能久任離職金)
10.健康檢查補助
11.鼓勵員工進修(外訓公假、公費補助)

◆ 其他
員工貸款 (無息購車貸款)",王小姐,本職務設定1個工作天回覆,https://www.104.com.tw/job/6ms99?jobsource=jolist_a_relevance
財團法人創世社會福利基金會,創世總會網路專員,"1.粉專經營、圖文影音製作
2.網路社群行銷
3.社群活動規劃
4.網路廣告規劃與執行
5.主管交辦事項",['媒體公關／宣傳採買'],"月薪34,000~42,000元",全職,台北市士林區中正路420號10樓,不需負擔管理責任,需出差，一年累積時間未定,日班，08:00~17:30,週休二日,一個月內,1人,"['上班族', '歡迎身心障礙人士，需附身心障礙證明']",1年以上,大學,新聞學相關、大眾傳播學相關,不拘,Excel、Outlook、PowerPoint、Word,不拘,無,"◆ 獎金/禮劵類
1.工作考核獎金：端午.中秋.年終
2.激勵獎金(社區服務員/活動企劃人員)
3.端午.中秋.聖誕禮劵.開工紅包
4.護士節禮劵(護理照護人員)

◆ 保險類
1.勞保.健保.員工團保
2.意外險.旅平險
3.職災保險

◆ 休閒類
1.伙伴小群
2.慶生會
3.員工聯歡活動

◆ 制度類
1.完整的職涯規劃與訓練
2.順暢的升遷管道
3.良善的員工溝通管道(成立勞資會議.人事評議委員會.員工協調委員會)
4.成立員工福委會照顧員工

◆ 設備類
1.員工宿舍(出差借用)
2.員工餐廳(伙食團)
3.圖書館(智庫)
4.哺乳室

◆ 請/休假制度
1.週休二日(8:00-17:30 中午休息1.5H) ;護理人員輪三班 
2.其它假別依勞基法規定不另說明

◆ 福利類
1.結婚禮金
2.生育津貼
3.喪葬補助
4.重大傷病慰問
5.急難救助
6.員工之子女教育補助
7.育兒奶粉尿布補助
8.旅遊補助
9.退職金提撥 (賢能久任離職金)
10.健康檢查補助
11.鼓勵員工進修(外訓公假、公費補助)

◆ 其他
員工貸款 (無息購車貸款)",王小姐,無,https://www.104.com.tw/job/6wd7i?jobsource=jolist_a_relevance
財團法人創世社會福利基金會,到宅護士(花蓮分會，無須輪班),"1.一年以上臨床相關工作經驗
2.植物人到宅服務
3.具護士或護理師證書
4.具駕照",['護理師及護士'],"日薪48,000~59,000元",全職,花蓮縣花蓮市,不需負擔管理責任,無需出差外派,日班,週休二日,一個月內,1人,['上班族'],1年以上,專科、大學,護理助產相關,不拘,不拘,不拘,無,"◆ 獎金/禮劵類
1.工作考核獎金：端午.中秋.年終
2.激勵獎金(社區服務員/活動企劃人員)
3.端午.中秋.聖誕禮劵.開工紅包
4.護士節禮劵(護理照護人員)

◆ 保險類
1.勞保.健保.員工團保
2.意外險.旅平險
3.職災保險

◆ 休閒類
1.伙伴小群
2.慶生會
3.員工聯歡活動

◆ 制度類
1.完整的職涯規劃與訓練
2.順暢的升遷管道
3.良善的員工溝通管道(成立勞資會議.人事評議委員會.員工協調委員會)
4.成立員工福委會照顧員工

◆ 設備類
1.員工宿舍(出差借用)
2.員工餐廳(伙食團)
3.圖書館(智庫)
4.哺乳室

◆ 請/休假制度
1.週休二日(8:00-17:30 中午休息1.5H) ;護理人員輪三班 
2.其它假別依勞基法規定不另說明

◆ 福利類
1.結婚禮金
2.生育津貼
3.喪葬補助
4.重大傷病慰問
5.急難救助
6.員工之子女教育補助
7.育兒奶粉尿布補助
8.旅遊補助
9.退職金提撥 (賢能久任離職金)
10.健康檢查補助
11.鼓勵員工進修(外訓公假、公費補助)

◆ 其他
員工貸款 (無息購車貸款)",王小姐,無,https://www.104.com.tw/job/63lc2?jobsource=jolist_a_relevance
財團法人創世社會福利基金會,護士(屏東分院),"1.一年以上臨床相關工作經驗
2.植物人照顧,需輪三班
3.具護士或護理師證書",['護理師及護士'],"月薪48,000~58,000元",全職,屏東縣屏東市,不需負擔管理責任,無需出差外派,日班/晚班/大夜班，需輪班,依公司規定,一個月內,不限,['上班族'],1年以上,專科,護理助產相關,不拘,不拘,不拘,"我們需要具有服務弱勢族群的使命感，具有耐心、性格樂觀正面積極的朋友，如果您是！我們需要您的加入!! 
但除了熱忱外，更希望您具備護理照護等相關實務工作經驗一年以上者，都歡迎投遞履歷加入這充滿熱情與愛的團隊。","◆ 獎金/禮劵類
1.工作考核獎金：端午.中秋.年終
2.激勵獎金(社區服務員/活動企劃人員)
3.端午.中秋.聖誕禮劵.開工紅包
4.護士節禮劵(護理照護人員)

◆ 保險類
1.勞保.健保.員工團保
2.意外險.旅平險
3.職災保險

◆ 休閒類
1.伙伴小群
2.慶生會
3.員工聯歡活動

◆ 制度類
1.完整的職涯規劃與訓練
2.順暢的升遷管道
3.良善的員工溝通管道(成立勞資會議.人事評議委員會.員工協調委員會)
4.成立員工福委會照顧員工

◆ 設備類
1.員工宿舍(出差借用)
2.員工餐廳(伙食團)
3.圖書館(智庫)
4.哺乳室

◆ 請/休假制度
1.週休二日(8:00-17:30 中午休息1.5H) ;護理人員輪三班 
2.其它假別依勞基法規定不另說明

◆ 福利類
1.結婚禮金
2.生育津貼
3.喪葬補助
4.重大傷病慰問
5.急難救助
6.員工之子女教育補助
7.育兒奶粉尿布補助
8.旅遊補助
9.退職金提撥 (賢能久任離職金)
10.健康檢查補助
11.鼓勵員工進修(外訓公假、公費補助)

◆ 其他
員工貸款 (無息購車貸款)",王小姐,本職務設定1個工作天回覆,https://www.104.com.tw/job/31022?jobsource=jolist_a_relevance
財團法人創世社會福利基金會,活動企劃人員/社區服務員(板橋分院),"1.企劃案規劃及執行
2.整合文宣通路及辦理媒體說明會活動
3.至各大產業通路進行服務理念宣導
4.募集社會資源
5.業務開發(陌生開發-電話/拜訪)
6.街頭募發票活動
7.義賣活動
8.直接服務(到宅原床泡澡/老人訪視)
9.善士管理與關係經營","['活動企劃人員', '國內業務人員', '通路開發人員']","月薪34,000~42,000元",全職,新北市板橋區,不需負擔管理責任,無需出差外派,日班，08:00~17:30(午休1.5H),週休二日,兩週內,不限,"['上班族', '夜間就讀中', '二度就業', '學生實習']",1年以上,大學以上,不拘,不拘,Excel、Outlook、PowerPoint、Word,不拘,"我們需要具有服務弱勢族群的使命感，喜歡與人互動、喜歡幫助人、具有親和力、擅長溝通、性格樂觀正面積極的朋友，如果您是！我們需要您的加入!!  
但除了熱忱外，更希望您具備活動企劃、行銷企劃、專案企劃、業務銷售、媒體公關等相關實務工作經驗一年以上；亦或於求學期間，曾有兩學期參與規劃過社團活動，並取得社團幹部證明者，都歡迎投遞履歷加入這充滿熱情與愛的團隊。","◆ 獎金/禮劵類
1.工作考核獎金：端午.中秋.年終
2.激勵獎金(社區服務員/活動企劃人員)
3.端午.中秋.聖誕禮劵.開工紅包
4.護士節禮劵(護理照護人員)

◆ 保險類
1.勞保.健保.員工團保
2.意外險.旅平險
3.職災保險

◆ 休閒類
1.伙伴小群
2.慶生會
3.員工聯歡活動

◆ 制度類
1.完整的職涯規劃與訓練
2.順暢的升遷管道
3.良善的員工溝通管道(成立勞資會議.人事評議委員會.員工協調委員會)
4.成立員工福委會照顧員工

◆ 設備類
1.員工宿舍(出差借用)
2.員工餐廳(伙食團)
3.圖書館(智庫)
4.哺乳室

◆ 請/休假制度
1.週休二日(8:00-17:30 中午休息1.5H) ;護理人員輪三班 
2.其它假別依勞基法規定不另說明

◆ 福利類
1.結婚禮金
2.生育津貼
3.喪葬補助
4.重大傷病慰問
5.急難救助
6.員工之子女教育補助
7.育兒奶粉尿布補助
8.旅遊補助
9.退職金提撥 (賢能久任離職金)
10.健康檢查補助
11.鼓勵員工進修(外訓公假、公費補助)

◆ 其他
員工貸款 (無息購車貸款)",王小姐,無,https://www.104.com.tw/job/29gbq?jobsource=jolist_a_relevance
財團法人創世社會福利基金會,活動企劃人員/社區服務員(屏東分院),"1.企劃案規劃及執行
2.整合文宣通路及辦理媒體說明會活動
3.至各大產業通路進行服務理念宣導
4.募集社會資源
5.業務開發(陌生開發-電話/拜訪)
6.街頭募發票活動
7.義賣活動
8.直接服務(到宅原床泡澡/老人訪視)
9.善士管理與關係經營","['行銷企劃人員', '活動企劃人員', '國內業務人員']","月薪34,000~42,000元",全職,屏東縣屏東市,不需負擔管理責任,無需出差外派,日班，08:00~17:30(午休1.5H),週休二日,一個月內,不限,"['上班族', '二度就業', '學生實習']",1年以上,大學以上,不拘,不拘,不拘,不拘,"我們需要具有服務弱勢族群的使命感，喜歡與人互動、喜歡幫助人、具有親和力、擅長溝通、性格樂觀正面積極的朋友，如果您是！我們需要您的加入!!  
但除了熱忱外，更希望您具備活動企劃、行銷企劃、專案企劃、業務銷售、媒體公關等相關實務工作經驗一年以上；亦或於求學期間，曾有兩學期參與規劃過社團活動，並取得社團幹部證明者，都歡迎投遞履歷加入這充滿熱情與愛的團隊。","◆ 獎金/禮劵類
1.工作考核獎金：端午.中秋.年終
2.激勵獎金(社區服務員/活動企劃人員)
3.端午.中秋.聖誕禮劵.開工紅包
4.護士節禮劵(護理照護人員)

◆ 保險類
1.勞保.健保.員工團保
2.意外險.旅平險
3.職災保險

◆ 休閒類
1.伙伴小群
2.慶生會
3.員工聯歡活動

◆ 制度類
1.完整的職涯規劃與訓練
2.順暢的升遷管道
3.良善的員工溝通管道(成立勞資會議.人事評議委員會.員工協調委員會)
4.成立員工福委會照顧員工

◆ 設備類
1.員工宿舍(出差借用)
2.員工餐廳(伙食團)
3.圖書館(智庫)
4.哺乳室

◆ 請/休假制度
1.週休二日(8:00-17:30 中午休息1.5H) ;護理人員輪三班 
2.其它假別依勞基法規定不另說明

◆ 福利類
1.結婚禮金
2.生育津貼
3.喪葬補助
4.重大傷病慰問
5.急難救助
6.員工之子女教育補助
7.育兒奶粉尿布補助
8.旅遊補助
9.退職金提撥 (賢能久任離職金)
10.健康檢查補助
11.鼓勵員工進修(外訓公假、公費補助)

◆ 其他
員工貸款 (無息購車貸款)",王小姐,無,https://www.104.com.tw/job/3hr9k?jobsource=jolist_a_relevance
