公司名稱,工作職稱,工作內容,職務類別,工作待遇,工作性質,上班地點,管理責任,出差外派,上班時段,休假制度,可上班日,需求人數,接受身份,工作經歷,學歷要求,科系要求,語文條件,擅長工具,工作技能,其他條件,公司福利,聯絡人,聯絡方式,連結路徑
中華民國徵信協會,故事校稿員(南投),"1.進行文字校正
2.將打樣與原稿核對，用標準符號在打樣上標出錯誤之處
3.將校樣退回更正
4.每月團隊進修。對職務有興趣者請務必先瀏覽：http://rocia.org.tw/web/page/focus
5.面試前需先經由主管看過履歷後，電話或郵件通知面試時間地點，並請面試者請先到公司網站http://rocia.org.tw/web/page/focus瀏覽，進一步深入了解工作型態後，可以加速面談機會唷!!!(恕不接受未經邀約自行前來面試者!)","['文編／校對／文字工作者', '排版人員', '行政人員']","月薪23,800~24,000元",全職,南投縣草屯鎮,不需負擔管理責任,無需出差外派,日班,週休二日,可年後上班,1~2人,"['上班族', '原住民', '二度就業']",不拘,高中以上,不拘,不拘,Word、中文打字50~75,不拘,無,"1、競爭力薪酬獎金制度與保障年薪14個月 
2、員工保險： 
除法定保險外，我們更提供員工完善的醫療團體保險，給予更貼心的全面照護。 
3、優秀人才推薦獎金制度： 
我們希望可以找到願意志同道合一起打拼的好夥伴，透過推薦獎金制度注入新的能量。 
4、特休假制度： 
優於勞基法休假天數，員工到職後(不須滿一年)即可依當年度在職比例享有特休假。 
一年12天特休，而後每滿一年加1天。(到職並通過試用期，即可享有當年度比例特休假) 
5、訓練發展： 
-外訓活動：我們重視夥伴們的成長與職涯學習，有一定名額或是額度的補助 
-內訓活動：不定期舉辦內訓課程，邀請業界有名的講師舉辦公司講座，讓員工吸收新知，並鼓勵員工自我進修邀請講師或資深員工於公司內部進行教育訓練 
-新人訓練/專業訓練：針對所有的新進人員進行徵信輔導考照訓練 
6、多元福利活動與津貼： 
不定期舉辦多元化的聚餐與團隊凝聚活動及提供辦公室免費飲料、茶點，給夥伴們隨時滿滿的精力。 

**我們的福利制度與水準持續成長，歡迎優秀的您趕快加入我們**",廖小姐,無,https://www.104.com.tw/job/5y877?jobsource=2018indexpoc
中華民國徵信協會,故事校稿員(高雄),"1.進行文字校正
2.將打樣與原稿核對，用標準符號在打樣上標出錯誤之處
3.將校樣退回更正
4.每月團隊進修。對職務有興趣者請務必先瀏覽：http://rocia.org.tw/web/page/focus
5.面試前需先經由主管看過履歷後，電話或郵件通知面試時間地點，並請面試者請先到公司網站http://rocia.org.tw/web/page/focus瀏覽，進一步深入了解工作型態後，可以加速面談機會唷!!!(恕不接受未經邀約自行前來面試者!)","['文編／校對／文字工作者', '排版人員', '行政人員']","月薪23,800~24,000元",全職,高雄市左營區,不需負擔管理責任,無需出差外派,日班,週休二日,可年後上班,1~2人,"['上班族', '原住民', '二度就業']",不拘,高中以上,不拘,不拘,Word、中文打字50~75,不拘,無,"1、競爭力薪酬獎金制度與保障年薪14個月 
2、員工保險： 
除法定保險外，我們更提供員工完善的醫療團體保險，給予更貼心的全面照護。 
3、優秀人才推薦獎金制度： 
我們希望可以找到願意志同道合一起打拼的好夥伴，透過推薦獎金制度注入新的能量。 
4、特休假制度： 
優於勞基法休假天數，員工到職後(不須滿一年)即可依當年度在職比例享有特休假。 
一年12天特休，而後每滿一年加1天。(到職並通過試用期，即可享有當年度比例特休假) 
5、訓練發展： 
-外訓活動：我們重視夥伴們的成長與職涯學習，有一定名額或是額度的補助 
-內訓活動：不定期舉辦內訓課程，邀請業界有名的講師舉辦公司講座，讓員工吸收新知，並鼓勵員工自我進修邀請講師或資深員工於公司內部進行教育訓練 
-新人訓練/專業訓練：針對所有的新進人員進行徵信輔導考照訓練 
6、多元福利活動與津貼： 
不定期舉辦多元化的聚餐與團隊凝聚活動及提供辦公室免費飲料、茶點，給夥伴們隨時滿滿的精力。 

**我們的福利制度與水準持續成長，歡迎優秀的您趕快加入我們**",廖小姐,無,https://www.104.com.tw/job/5y87s?jobsource=2018indexpoc
中華民國徵信協會,故事校稿員(嘉義),"1.進行文字校正
2.將打樣與原稿核對，用標準符號在打樣上標出錯誤之處
3.將校樣退回更正
4.每月團隊進修。對職務有興趣者請務必先瀏覽：http://rocia.org.tw/web/page/focus
5.面試前需先經由主管看過履歷後，電話或郵件通知面試時間地點，並請面試者請先到公司網站http://rocia.org.tw/web/page/focus瀏覽，進一步深入了解工作型態後，可以加速面談機會唷!!!(恕不接受未經邀約自行前來面試者!)","['文編／校對／文字工作者', '排版人員', '行政人員']","月薪23,800~24,000元",全職,嘉義縣民雄鄉,不需負擔管理責任,無需出差外派,日班,週休二日,可年後上班,1~2人,"['上班族', '原住民', '二度就業']",不拘,高中以上,不拘,不拘,Word、中文打字50~75,不拘,無,"1、競爭力薪酬獎金制度與保障年薪14個月 
2、員工保險： 
除法定保險外，我們更提供員工完善的醫療團體保險，給予更貼心的全面照護。 
3、優秀人才推薦獎金制度： 
我們希望可以找到願意志同道合一起打拼的好夥伴，透過推薦獎金制度注入新的能量。 
4、特休假制度： 
優於勞基法休假天數，員工到職後(不須滿一年)即可依當年度在職比例享有特休假。 
一年12天特休，而後每滿一年加1天。(到職並通過試用期，即可享有當年度比例特休假) 
5、訓練發展： 
-外訓活動：我們重視夥伴們的成長與職涯學習，有一定名額或是額度的補助 
-內訓活動：不定期舉辦內訓課程，邀請業界有名的講師舉辦公司講座，讓員工吸收新知，並鼓勵員工自我進修邀請講師或資深員工於公司內部進行教育訓練 
-新人訓練/專業訓練：針對所有的新進人員進行徵信輔導考照訓練 
6、多元福利活動與津貼： 
不定期舉辦多元化的聚餐與團隊凝聚活動及提供辦公室免費飲料、茶點，給夥伴們隨時滿滿的精力。 

**我們的福利制度與水準持續成長，歡迎優秀的您趕快加入我們**",廖小姐,無,https://www.104.com.tw/job/5y87i?jobsource=2018indexpoc
中華民國徵信協會,故事校稿員(花蓮),"1.進行文字校正
2.將打樣與原稿核對，用標準符號在打樣上標出錯誤之處
3.將校樣退回更正
4.每月團隊進修。對職務有興趣者請務必先瀏覽：http://rocia.org.tw/web/page/focus
5.面試前需先經由主管看過履歷後，電話或郵件通知面試時間地點，並請面試者請先到公司網站http://rocia.org.tw/web/page/focus瀏覽，進一步深入了解工作型態後，可以加速面談機會唷!!!(恕不接受未經邀約自行前來面試者!)","['文編／校對／文字工作者', '排版人員', '行政人員']","月薪23,800~24,000元",全職,花蓮縣吉安鄉,不需負擔管理責任,無需出差外派,日班,週休二日,可年後上班,1~2人,"['上班族', '原住民', '二度就業']",不拘,高中以上,不拘,不拘,Word、中文打字50~75,不拘,無,"1、競爭力薪酬獎金制度與保障年薪14個月 
2、員工保險： 
除法定保險外，我們更提供員工完善的醫療團體保險，給予更貼心的全面照護。 
3、優秀人才推薦獎金制度： 
我們希望可以找到願意志同道合一起打拼的好夥伴，透過推薦獎金制度注入新的能量。 
4、特休假制度： 
優於勞基法休假天數，員工到職後(不須滿一年)即可依當年度在職比例享有特休假。 
一年12天特休，而後每滿一年加1天。(到職並通過試用期，即可享有當年度比例特休假) 
5、訓練發展： 
-外訓活動：我們重視夥伴們的成長與職涯學習，有一定名額或是額度的補助 
-內訓活動：不定期舉辦內訓課程，邀請業界有名的講師舉辦公司講座，讓員工吸收新知，並鼓勵員工自我進修邀請講師或資深員工於公司內部進行教育訓練 
-新人訓練/專業訓練：針對所有的新進人員進行徵信輔導考照訓練 
6、多元福利活動與津貼： 
不定期舉辦多元化的聚餐與團隊凝聚活動及提供辦公室免費飲料、茶點，給夥伴們隨時滿滿的精力。 

**我們的福利制度與水準持續成長，歡迎優秀的您趕快加入我們**",廖小姐,無,https://www.104.com.tw/job/5y879?jobsource=2018indexpoc
中華民國徵信協會,故事校稿員(台東),"1.進行文字校正
2.將打樣與原稿核對，用標準符號在打樣上標出錯誤之處
3.將校樣退回更正
4.每月團隊進修。對職務有興趣者請務必先瀏覽：http://rocia.org.tw/web/page/focus
5.面試前需先經由主管看過履歷後，電話或郵件通知面試時間地點，並請面試者請先到公司網站http://rocia.org.tw/web/page/focus瀏覽，進一步深入了解工作型態後，可以加速面談機會唷!!!(恕不接受未經邀約自行前來面試者!)","['文編／校對／文字工作者', '排版人員', '行政人員']","月薪23,800~24,000元",全職,台東縣卑南鄉,不需負擔管理責任,無需出差外派,日班,週休二日,可年後上班,1~2人,"['上班族', '原住民', '二度就業']",不拘,高中以上,不拘,不拘,Word、中文打字50~75,不拘,無,"1、競爭力薪酬獎金制度與保障年薪14個月 
2、員工保險： 
除法定保險外，我們更提供員工完善的醫療團體保險，給予更貼心的全面照護。 
3、優秀人才推薦獎金制度： 
我們希望可以找到願意志同道合一起打拼的好夥伴，透過推薦獎金制度注入新的能量。 
4、特休假制度： 
優於勞基法休假天數，員工到職後(不須滿一年)即可依當年度在職比例享有特休假。 
一年12天特休，而後每滿一年加1天。(到職並通過試用期，即可享有當年度比例特休假) 
5、訓練發展： 
-外訓活動：我們重視夥伴們的成長與職涯學習，有一定名額或是額度的補助 
-內訓活動：不定期舉辦內訓課程，邀請業界有名的講師舉辦公司講座，讓員工吸收新知，並鼓勵員工自我進修邀請講師或資深員工於公司內部進行教育訓練 
-新人訓練/專業訓練：針對所有的新進人員進行徵信輔導考照訓練 
6、多元福利活動與津貼： 
不定期舉辦多元化的聚餐與團隊凝聚活動及提供辦公室免費飲料、茶點，給夥伴們隨時滿滿的精力。 

**我們的福利制度與水準持續成長，歡迎優秀的您趕快加入我們**",廖小姐,無,https://www.104.com.tw/job/5y87v?jobsource=2018indexpoc
中華民國徵信協會,故事校稿員(雲林),"1.進行文字校正
2.將打樣與原稿核對，用標準符號在打樣上標出錯誤之處
3.將校樣退回更正
4.每月團隊進修。對職務有興趣者請務必先瀏覽：http://rocia.org.tw/web/page/focus
5.面試前需先經由主管看過履歷後，電話或郵件通知面試時間地點，並請面試者請先到公司網站http://rocia.org.tw/web/page/focus瀏覽，進一步深入了解工作型態後，可以加速面談機會唷!!!(恕不接受未經邀約自行前來面試者!)","['文編／校對／文字工作者', '排版人員', '行政人員']","月薪23,800~24,000元",全職,雲林縣麥寮鄉,不需負擔管理責任,無需出差外派,日班,週休二日,可年後上班,1~2人,"['上班族', '原住民', '二度就業']",不拘,高中以上,不拘,不拘,Word、中文打字50~75,不拘,無,"1、競爭力薪酬獎金制度與保障年薪14個月 
2、員工保險： 
除法定保險外，我們更提供員工完善的醫療團體保險，給予更貼心的全面照護。 
3、優秀人才推薦獎金制度： 
我們希望可以找到願意志同道合一起打拼的好夥伴，透過推薦獎金制度注入新的能量。 
4、特休假制度： 
優於勞基法休假天數，員工到職後(不須滿一年)即可依當年度在職比例享有特休假。 
一年12天特休，而後每滿一年加1天。(到職並通過試用期，即可享有當年度比例特休假) 
5、訓練發展： 
-外訓活動：我們重視夥伴們的成長與職涯學習，有一定名額或是額度的補助 
-內訓活動：不定期舉辦內訓課程，邀請業界有名的講師舉辦公司講座，讓員工吸收新知，並鼓勵員工自我進修邀請講師或資深員工於公司內部進行教育訓練 
-新人訓練/專業訓練：針對所有的新進人員進行徵信輔導考照訓練 
6、多元福利活動與津貼： 
不定期舉辦多元化的聚餐與團隊凝聚活動及提供辦公室免費飲料、茶點，給夥伴們隨時滿滿的精力。 

**我們的福利制度與水準持續成長，歡迎優秀的您趕快加入我們**",廖小姐,無,https://www.104.com.tw/job/5y87b?jobsource=2018indexpoc
中華民國徵信協會,故事校稿員(台南),"1.進行文字校正
2.將打樣與原稿核對，用標準符號在打樣上標出錯誤之處
3.將校樣退回更正
4.每月團隊進修。對職務有興趣者請務必先瀏覽：http://rocia.org.tw/web/page/focus
5.面試前需先經由主管看過履歷後，電話或郵件通知面試時間地點，並請面試者請先到公司網站http://rocia.org.tw/web/page/focus瀏覽，進一步深入了解工作型態後，可以加速面談機會唷!!!(恕不接受未經邀約自行前來面試者!)","['文編／校對／文字工作者', '排版人員', '行政人員']","月薪23,800~24,000元",全職,台南市永康區,不需負擔管理責任,無需出差外派,日班,週休二日,可年後上班,1~2人,"['上班族', '原住民', '二度就業']",不拘,高中以上,不拘,不拘,Word、中文打字50~75,不拘,無,"1、競爭力薪酬獎金制度與保障年薪14個月 
2、員工保險： 
除法定保險外，我們更提供員工完善的醫療團體保險，給予更貼心的全面照護。 
3、優秀人才推薦獎金制度： 
我們希望可以找到願意志同道合一起打拼的好夥伴，透過推薦獎金制度注入新的能量。 
4、特休假制度： 
優於勞基法休假天數，員工到職後(不須滿一年)即可依當年度在職比例享有特休假。 
一年12天特休，而後每滿一年加1天。(到職並通過試用期，即可享有當年度比例特休假) 
5、訓練發展： 
-外訓活動：我們重視夥伴們的成長與職涯學習，有一定名額或是額度的補助 
-內訓活動：不定期舉辦內訓課程，邀請業界有名的講師舉辦公司講座，讓員工吸收新知，並鼓勵員工自我進修邀請講師或資深員工於公司內部進行教育訓練 
-新人訓練/專業訓練：針對所有的新進人員進行徵信輔導考照訓練 
6、多元福利活動與津貼： 
不定期舉辦多元化的聚餐與團隊凝聚活動及提供辦公室免費飲料、茶點，給夥伴們隨時滿滿的精力。 

**我們的福利制度與水準持續成長，歡迎優秀的您趕快加入我們**",廖小姐,無,https://www.104.com.tw/job/5y87n?jobsource=2018indexpoc
中華民國徵信協會,故事校稿員(彰化),"1.進行文字校正
2.將打樣與原稿核對，用標準符號在打樣上標出錯誤之處
3.將校樣退回更正
4.每月團隊進修。對職務有興趣者請務必先瀏覽：http://rocia.org.tw/web/page/focus
5.面試前需先經由主管看過履歷後，電話或郵件通知面試時間地點，並請面試者請先到公司網站http://rocia.org.tw/web/page/focus瀏覽，進一步深入了解工作型態後，可以加速面談機會唷!!!(恕不接受未經邀約自行前來面試者!)","['文編／校對／文字工作者', '排版人員', '行政人員']","月薪23,800~24,000元",全職,彰化縣員林市,不需負擔管理責任,無需出差外派,日班,週休二日,可年後上班,1~2人,"['上班族', '原住民', '二度就業']",不拘,高中以上,不拘,不拘,Word、中文打字50~75,不拘,無,"1、競爭力薪酬獎金制度與保障年薪14個月 
2、員工保險： 
除法定保險外，我們更提供員工完善的醫療團體保險，給予更貼心的全面照護。 
3、優秀人才推薦獎金制度： 
我們希望可以找到願意志同道合一起打拼的好夥伴，透過推薦獎金制度注入新的能量。 
4、特休假制度： 
優於勞基法休假天數，員工到職後(不須滿一年)即可依當年度在職比例享有特休假。 
一年12天特休，而後每滿一年加1天。(到職並通過試用期，即可享有當年度比例特休假) 
5、訓練發展： 
-外訓活動：我們重視夥伴們的成長與職涯學習，有一定名額或是額度的補助 
-內訓活動：不定期舉辦內訓課程，邀請業界有名的講師舉辦公司講座，讓員工吸收新知，並鼓勵員工自我進修邀請講師或資深員工於公司內部進行教育訓練 
-新人訓練/專業訓練：針對所有的新進人員進行徵信輔導考照訓練 
6、多元福利活動與津貼： 
不定期舉辦多元化的聚餐與團隊凝聚活動及提供辦公室免費飲料、茶點，給夥伴們隨時滿滿的精力。 

**我們的福利制度與水準持續成長，歡迎優秀的您趕快加入我們**",廖小姐,無,https://www.104.com.tw/job/5y873?jobsource=2018indexpoc
中華民國徵信協會,故事校稿員(台中),"1.進行文字校正
2.將打樣與原稿核對，用標準符號在打樣上標出錯誤之處
3.將校樣退回更正
4.每月團隊進修。對職務有興趣者請務必先瀏覽：http://rocia.org.tw/web/page/focus
5.面試前需先經由主管看過履歷後，電話或郵件通知面試時間地點，並請面試者請先到公司網站http://rocia.org.tw/web/page/focus瀏覽，進一步深入了解工作型態後，可以加速面談機會唷!!!(恕不接受未經邀約自行前來面試者!)","['文編／校對／文字工作者', '排版人員', '行政人員']","月薪23,800~24,000元",全職,台中市大里區,不需負擔管理責任,無需出差外派,日班,週休二日,可年後上班,1~2人,"['上班族', '原住民', '二度就業']",不拘,高中以上,不拘,不拘,Word、中文打字50~75,不拘,無,"1、競爭力薪酬獎金制度與保障年薪14個月 
2、員工保險： 
除法定保險外，我們更提供員工完善的醫療團體保險，給予更貼心的全面照護。 
3、優秀人才推薦獎金制度： 
我們希望可以找到願意志同道合一起打拼的好夥伴，透過推薦獎金制度注入新的能量。 
4、特休假制度： 
優於勞基法休假天數，員工到職後(不須滿一年)即可依當年度在職比例享有特休假。 
一年12天特休，而後每滿一年加1天。(到職並通過試用期，即可享有當年度比例特休假) 
5、訓練發展： 
-外訓活動：我們重視夥伴們的成長與職涯學習，有一定名額或是額度的補助 
-內訓活動：不定期舉辦內訓課程，邀請業界有名的講師舉辦公司講座，讓員工吸收新知，並鼓勵員工自我進修邀請講師或資深員工於公司內部進行教育訓練 
-新人訓練/專業訓練：針對所有的新進人員進行徵信輔導考照訓練 
6、多元福利活動與津貼： 
不定期舉辦多元化的聚餐與團隊凝聚活動及提供辦公室免費飲料、茶點，給夥伴們隨時滿滿的精力。 

**我們的福利制度與水準持續成長，歡迎優秀的您趕快加入我們**",廖小姐,無,https://www.104.com.tw/job/5y86y?jobsource=2018indexpoc
中華民國徵信協會,人事行政人員(花蓮),"1.開立證明 
2.勞健保分攤表製作(需會使用excel) 
3.線上加退保操作(需自然人憑證) 
4.職災、團保理賠、調整勞健保作業 
5.計算工作時數 
6.其他行政相關事務
7.每月團隊進修。對職務有興趣者請務必先瀏覽：http://rocia.org.tw/web/page/focus
8.面試前需先經由主管看過履歷後，電話或郵件通知面試時間地點，並請面試者請先到公司網站http://rocia.org.tw/web/page/focus瀏覽，進一步深入了解工作型態後，可以加速面談機會唷!!!(恕不接受未經邀約自行前來面試者!)","['人力資源人員', '行政人員', '人力資源助理']","月薪23,800~25,000元",全職,花蓮縣吉安鄉,不需負擔管理責任,無需出差外派,日班,週休二日,可年後上班,1~2人,"['上班族', '原住民', '二度就業']",不拘,高中以上,不拘,不拘,Word、中文打字50~75,不拘,無,"1、競爭力薪酬獎金制度與保障年薪14個月 
2、員工保險： 
除法定保險外，我們更提供員工完善的醫療團體保險，給予更貼心的全面照護。 
3、優秀人才推薦獎金制度： 
我們希望可以找到願意志同道合一起打拼的好夥伴，透過推薦獎金制度注入新的能量。 
4、特休假制度： 
優於勞基法休假天數，員工到職後(不須滿一年)即可依當年度在職比例享有特休假。 
一年12天特休，而後每滿一年加1天。(到職並通過試用期，即可享有當年度比例特休假) 
5、訓練發展： 
-外訓活動：我們重視夥伴們的成長與職涯學習，有一定名額或是額度的補助 
-內訓活動：不定期舉辦內訓課程，邀請業界有名的講師舉辦公司講座，讓員工吸收新知，並鼓勵員工自我進修邀請講師或資深員工於公司內部進行教育訓練 
-新人訓練/專業訓練：針對所有的新進人員進行徵信輔導考照訓練 
6、多元福利活動與津貼： 
不定期舉辦多元化的聚餐與團隊凝聚活動及提供辦公室免費飲料、茶點，給夥伴們隨時滿滿的精力。 

**我們的福利制度與水準持續成長，歡迎優秀的您趕快加入我們**",廖小姐,無,https://www.104.com.tw/job/5yeah?jobsource=2018indexpoc
中華民國徵信協會,人事行政人員(高雄),"1.開立證明 
2.勞健保分攤表製作(需會使用excel) 
3.線上加退保操作(需自然人憑證) 
4.職災、團保理賠、調整勞健保作業 
5.計算工作時數 
6.其他行政相關事務
7.每月團隊進修。對職務有興趣者請務必先瀏覽：http://rocia.org.tw/web/page/focus
8.面試前需先經由主管看過履歷後，電話或郵件通知面試時間地點，並請面試者請先到公司網站http://rocia.org.tw/web/page/focus瀏覽，進一步深入了解工作型態後，可以加速面談機會唷!!!(恕不接受未經邀約自行前來面試者!)","['人力資源人員', '行政人員', '人力資源助理']","月薪23,800~25,000元",全職,高雄市左營區,不需負擔管理責任,無需出差外派,日班,週休二日,可年後上班,1~2人,"['上班族', '原住民', '二度就業']",不拘,高中以上,不拘,不拘,Word、中文打字50~75,不拘,無,"1、競爭力薪酬獎金制度與保障年薪14個月 
2、員工保險： 
除法定保險外，我們更提供員工完善的醫療團體保險，給予更貼心的全面照護。 
3、優秀人才推薦獎金制度： 
我們希望可以找到願意志同道合一起打拼的好夥伴，透過推薦獎金制度注入新的能量。 
4、特休假制度： 
優於勞基法休假天數，員工到職後(不須滿一年)即可依當年度在職比例享有特休假。 
一年12天特休，而後每滿一年加1天。(到職並通過試用期，即可享有當年度比例特休假) 
5、訓練發展： 
-外訓活動：我們重視夥伴們的成長與職涯學習，有一定名額或是額度的補助 
-內訓活動：不定期舉辦內訓課程，邀請業界有名的講師舉辦公司講座，讓員工吸收新知，並鼓勵員工自我進修邀請講師或資深員工於公司內部進行教育訓練 
-新人訓練/專業訓練：針對所有的新進人員進行徵信輔導考照訓練 
6、多元福利活動與津貼： 
不定期舉辦多元化的聚餐與團隊凝聚活動及提供辦公室免費飲料、茶點，給夥伴們隨時滿滿的精力。 

**我們的福利制度與水準持續成長，歡迎優秀的您趕快加入我們**",廖小姐,無,https://www.104.com.tw/job/5yecr?jobsource=2018indexpoc
中華民國徵信協會,人事行政人員(南投),"1.開立證明 
2.勞健保分攤表製作(需會使用excel) 
3.線上加退保操作(需自然人憑證) 
4.職災、團保理賠、調整勞健保作業 
5.計算工作時數 
6.其他行政相關事務
7.每月團隊進修。對職務有興趣者請務必先瀏覽：http://rocia.org.tw/web/page/focus
8.面試前需先經由主管看過履歷後，電話或郵件通知面試時間地點，並請面試者請先到公司網站http://rocia.org.tw/web/page/focus瀏覽，進一步深入了解工作型態後，可以加速面談機會唷!!!(恕不接受未經邀約自行前來面試者!)","['人力資源人員', '行政人員', '人力資源助理']","月薪23,800~25,000元",全職,南投縣草屯鎮,不需負擔管理責任,無需出差外派,日班,週休二日,可年後上班,1~2人,"['上班族', '原住民', '二度就業']",不拘,高中以上,不拘,不拘,Word、中文打字50~75,不拘,無,"1、競爭力薪酬獎金制度與保障年薪14個月 
2、員工保險： 
除法定保險外，我們更提供員工完善的醫療團體保險，給予更貼心的全面照護。 
3、優秀人才推薦獎金制度： 
我們希望可以找到願意志同道合一起打拼的好夥伴，透過推薦獎金制度注入新的能量。 
4、特休假制度： 
優於勞基法休假天數，員工到職後(不須滿一年)即可依當年度在職比例享有特休假。 
一年12天特休，而後每滿一年加1天。(到職並通過試用期，即可享有當年度比例特休假) 
5、訓練發展： 
-外訓活動：我們重視夥伴們的成長與職涯學習，有一定名額或是額度的補助 
-內訓活動：不定期舉辦內訓課程，邀請業界有名的講師舉辦公司講座，讓員工吸收新知，並鼓勵員工自我進修邀請講師或資深員工於公司內部進行教育訓練 
-新人訓練/專業訓練：針對所有的新進人員進行徵信輔導考照訓練 
6、多元福利活動與津貼： 
不定期舉辦多元化的聚餐與團隊凝聚活動及提供辦公室免費飲料、茶點，給夥伴們隨時滿滿的精力。 

**我們的福利制度與水準持續成長，歡迎優秀的您趕快加入我們**",廖小姐,無,https://www.104.com.tw/job/5yead?jobsource=2018indexpoc
中華民國徵信協會,人事行政人員(嘉義),"1.開立證明 
2.勞健保分攤表製作(需會使用excel) 
3.線上加退保操作(需自然人憑證) 
4.職災、團保理賠、調整勞健保作業 
5.計算工作時數 
6.其他行政相關事務
7.每月團隊進修。對職務有興趣者請務必先瀏覽：http://rocia.org.tw/web/page/focus
8.面試前需先經由主管看過履歷後，電話或郵件通知面試時間地點，並請面試者請先到公司網站http://rocia.org.tw/web/page/focus瀏覽，進一步深入了解工作型態後，可以加速面談機會唷!!!(恕不接受未經邀約自行前來面試者!)","['人力資源人員', '行政人員', '人力資源助理']","月薪23,800~25,000元",全職,嘉義縣民雄鄉,不需負擔管理責任,無需出差外派,日班,週休二日,可年後上班,1~2人,"['上班族', '原住民', '二度就業']",不拘,高中以上,不拘,不拘,Word、中文打字50~75,不拘,無,"1、競爭力薪酬獎金制度與保障年薪14個月 
2、員工保險： 
除法定保險外，我們更提供員工完善的醫療團體保險，給予更貼心的全面照護。 
3、優秀人才推薦獎金制度： 
我們希望可以找到願意志同道合一起打拼的好夥伴，透過推薦獎金制度注入新的能量。 
4、特休假制度： 
優於勞基法休假天數，員工到職後(不須滿一年)即可依當年度在職比例享有特休假。 
一年12天特休，而後每滿一年加1天。(到職並通過試用期，即可享有當年度比例特休假) 
5、訓練發展： 
-外訓活動：我們重視夥伴們的成長與職涯學習，有一定名額或是額度的補助 
-內訓活動：不定期舉辦內訓課程，邀請業界有名的講師舉辦公司講座，讓員工吸收新知，並鼓勵員工自我進修邀請講師或資深員工於公司內部進行教育訓練 
-新人訓練/專業訓練：針對所有的新進人員進行徵信輔導考照訓練 
6、多元福利活動與津貼： 
不定期舉辦多元化的聚餐與團隊凝聚活動及提供辦公室免費飲料、茶點，給夥伴們隨時滿滿的精力。 

**我們的福利制度與水準持續成長，歡迎優秀的您趕快加入我們**",廖小姐,無,https://www.104.com.tw/job/5yeak?jobsource=2018indexpoc
中華民國徵信協會,人事行政人員(雲林),"1.開立證明 
2.勞健保分攤表製作(需會使用excel) 
3.線上加退保操作(需自然人憑證) 
4.職災、團保理賠、調整勞健保作業 
5.計算工作時數 
6.其他行政相關事務
7.每月團隊進修。對職務有興趣者請務必先瀏覽：http://rocia.org.tw/web/page/focus
8.面試前需先經由主管看過履歷後，電話或郵件通知面試時間地點，並請面試者請先到公司網站http://rocia.org.tw/web/page/focus瀏覽，進一步深入了解工作型態後，可以加速面談機會唷!!!(恕不接受未經邀約自行前來面試者!)","['人力資源人員', '行政人員', '人力資源助理']","月薪23,800~25,000元",全職,雲林縣麥寮鄉,不需負擔管理責任,無需出差外派,日班,週休二日,可年後上班,1~2人,"['上班族', '原住民', '二度就業']",不拘,高中以上,不拘,不拘,Word、中文打字50~75,不拘,無,"1、競爭力薪酬獎金制度與保障年薪14個月 
2、員工保險： 
除法定保險外，我們更提供員工完善的醫療團體保險，給予更貼心的全面照護。 
3、優秀人才推薦獎金制度： 
我們希望可以找到願意志同道合一起打拼的好夥伴，透過推薦獎金制度注入新的能量。 
4、特休假制度： 
優於勞基法休假天數，員工到職後(不須滿一年)即可依當年度在職比例享有特休假。 
一年12天特休，而後每滿一年加1天。(到職並通過試用期，即可享有當年度比例特休假) 
5、訓練發展： 
-外訓活動：我們重視夥伴們的成長與職涯學習，有一定名額或是額度的補助 
-內訓活動：不定期舉辦內訓課程，邀請業界有名的講師舉辦公司講座，讓員工吸收新知，並鼓勵員工自我進修邀請講師或資深員工於公司內部進行教育訓練 
-新人訓練/專業訓練：針對所有的新進人員進行徵信輔導考照訓練 
6、多元福利活動與津貼： 
不定期舉辦多元化的聚餐與團隊凝聚活動及提供辦公室免費飲料、茶點，給夥伴們隨時滿滿的精力。 

**我們的福利制度與水準持續成長，歡迎優秀的您趕快加入我們**",廖小姐,無,https://www.104.com.tw/job/5yeaj?jobsource=2018indexpoc
