公司名稱,工作職稱,工作內容,職務類別,工作待遇,工作性質,上班地點,管理責任,出差外派,上班時段,休假制度,可上班日,需求人數,接受身份,工作經歷,學歷要求,科系要求,語文條件,擅長工具,工作技能,其他條件,公司福利,聯絡人,聯絡方式,連結路徑
秀傳醫療體系_秀傳醫療社團法人秀傳紀念醫院,[駐彰秀院區]護理部-護理人員(護理師),"一、職稱：護理人員
二、人數：數名
三、應徵資格：專科、大學護理科系畢業並具護理師證書
四、檢具資料：
1.履歷自傳
2.畢業證書影本 
3.護理師證書影本",['護理師及護士'],待遇面議 （經常性薪資達 4 萬元或以上）,全職,彰化縣彰化市中山路一段547號,不需負擔管理責任,無需出差外派,日班/晚班/大夜班/假日班，需輪班,依公司規定,兩週內,不限,"['上班族', '應屆畢業生', '原住民']",不拘,大學,護理助產相關,不拘,不拘,不拘,"1.薪資待遇：病房新進護理師(大學畢)約45,000元起(含夜班津貼5大夜5小夜)
2.設有包班制度，每月10班或15班，則另有包班津貼
3.具護理年資者，薪資另議","1.	員工24小時愛書人俱樂部：享受機場貴賓室的頂極服務，早餐、上下午茶、宵夜免費，並設有按摩椅及休息室。
2.	保險：享有勞健保、勞退、團保
3.	三節獎金：端午、中秋、年終獎金
4.	休假：依勞基法給予特休假
5.	伙食補助: 午晚餐半價
6.	提供住宿、護士服及鞋子、交通車服務
7.	員工及眷屬就醫折扣、每年員工健康檢查、醫院坐月子中心折扣
8.	結婚及生產禮金及禮品、生日禮卷、子女獎學金、常年會費補助
9.	各晚會及活動：迎新會、護師節晚會、中秋節及忘年晚會、親子家庭日活動、院慶活動等
10.	每年員工旅遊及聚餐補助、各類康樂社團補助
11.	免費健身中心
12.	學姊妹聚餐補助、早鳥獎金、獎助學金10 萬/年
13.	設有托嬰中心、特約托兒所及幼稚園
14.	醫院7-11及藥妝店9折",人事處鄭小姐,cbhr@show.org.tw,https://www.104.com.tw/job/6gltf?jobsource=jolist_c_relevance
李綜合醫療社團法人大甲李綜合醫院,醫品、病安專員,"1.醫療品質及病人安全事宜之推動。
2.委員會決議事項執行及追蹤。
3.資料統計分析和流程改善方案推動。
4.各主管機關補助研究計畫撰寫申請及執行。",['醫院行政管理人員'],"月薪30,000~40,000元",全職,台中市大甲區八德街2號,不需負擔管理責任,無需出差外派,日班，08:00~17:30,週休二日,不限,1~2人,['上班族'],1年以上,大學,不拘,不拘,不拘,不拘,"具護理、醫管、公衛等相關科系大學以上畢業
熟悉統計(SPSS)方法之運用。
具協調溝通能力。","本院工作環境佳，員工相處和睦，在職教育訓練機會多，升遷管道暢通。
待遇優，享夜班津貼、績效獎金、生日禮券、年終獎金及特休假…等。
另~病房護理人員服務兩年獎金六萬、三年獎十萬。(僅適用於大甲、苑裡、順安院區)
食：上班供午餐。
衣：依單位規定提供制服。
住：遠地員工供宿。
行：舉辦員工旅遊、忘年會、護士節晚會等。

醫療保險：勞健保、團保、員工及眷屬醫療優待。",周小姐,hr@leehospital.com.tw,https://www.104.com.tw/job/31bz6?jobsource=jolist_c_relevance
惠來醫療社團法人宏仁醫院,急診醫師,"1.擔負急診相關之業務
2.資格:具醫師證書、具專科醫師執照。
3.待遇:面洽、待遇從優。",['醫師'],待遇面議 （經常性薪資達 4 萬元或以上）,全職,彰化縣員林市惠來街89號,不需負擔管理責任,需出差，一年累積時間未定,日班/晚班/假日班，需輪班,依公司規定,一個月內,1人,"['上班族', '原住民']",2年以上,大學、碩士,醫學系相關,不拘,不拘,不拘,"一、具中華民國國籍且不得為雙重國籍。
二、國內大學醫學系畢業。
三、具有中華民國中央衛生主管機關核發之醫師證書者。
四、具有專科醫師證書者。",勞健保、勞退，員工及眷屬醫療優惠折扣，員工餐廳免費用餐，員工制服，生日禮金及蛋糕，提供住宿，國內外旅遊，教育訓練，生育、婚.喪補助金，陪產假，生理假，年度免費健康體檢..等,徐小姐,04-8375878-263,https://www.104.com.tw/job/6qnkz?jobsource=jolist_c_relevance
惠來醫療社團法人宏仁醫院,物理治療師(工作地點:永靖),"一、從事物理治療相關業務
二、工作經驗1年以上佳","['物理治療師', '復建技術師']",待遇面議 （經常性薪資達 4 萬元或以上）,全職,彰化縣永靖鄉永和巷25號,不需負擔管理責任,無需出差外派,日班/晚班/假日班,依公司規定,一個月內,2~3人,"['上班族', '原住民', '二度就業']",1年以上,專科、大學,不拘,台語 -- 中等,不拘,不拘,無,勞健保、勞退，員工及眷屬醫療優惠折扣，員工餐廳免費用餐，員工制服，生日禮金及蛋糕，提供住宿，國內外旅遊，教育訓練，生育、婚.喪補助金，陪產假，生理假，年度免費健康體檢..等,陳小姐,hr001.hospital@gmail.com,https://www.104.com.tw/job/60qng?jobsource=jolist_c_relevance
東元醫療社團法人東元綜合醫院,【供應室】事務員,清洗器械,['其他醫療從業人員'],"月薪23,800~25,550元",全職,新竹縣竹北市縣政二路69號,不需負擔管理責任,無需出差外派,日班/晚班/大夜班，需輪班,依公司規定,不限,1~2人,"['上班族', '外籍人士', '原住民']",不拘,高中以上,不拘,不拘,不拘,不拘,無,"(一)享有勞、健保、退休金、員工健康檢查。
(二)員工及其眷屬享有醫療優待。
(三)設有員工宿舍。
(四)院內外各項在職訓練及學術研討會。
(五)各項節慶活動辦理，如護師節、醫師節、望年會、家庭日….等。
(六)員工旅遊補助。
(七)婚喪賀奠補助。
(八)三節獎金。
(九)生日禮金。
(十)享有本院特約商店之折扣優待
(十一)設有圖書館供書籍之借閱及代購書籍….等。
(十二)在職進修設有公假及公費補助。
(十三)其他福利(適用對象及申請條件依醫院規則)：
1.假日津貼
2.租屋補助
3.大夜包班獎勵
4.簽約金
5.留任獎金
6.揪團獎金
7.推薦獎金
8.人才培育獎金",任小姐,無,https://www.104.com.tw/job/5533x?jobsource=jolist_c_relevance
頤養家長照社團法人附設宜蘭縣私立嗣大人住宿長照機構,照顧服務員,"1.為病患翻身、捶背、擦拭身體、更衣、扶持上下床及散步等等。
2.照顧病患飲食、服藥及打點滴等等。
3.整理病床、送洗病患衣物。
4.代辦相關手續。
5.代購所需用品。",['照顧服務員'],"月薪27,500~28,000元",全職,宜蘭縣壯圍鄉美功路一段2巷67號,不需負擔管理責任,無需出差外派,日班/晚班/大夜班，需輪班,依公司規定,不限,不限,"['上班族', '應屆畢業生', '日間就讀中', '夜間就讀中', '外籍人士', '原住民', '二度就業']",不拘,不拘,不拘,不拘,不拘,不拘,無,無,連岑甄,faseoff123@yahoo.com.tw,https://www.104.com.tw/job/6vfwm?jobsource=jolist_c_relevance
枋寮醫療社團法人枋寮醫院,心導管室護理人員,"1.具經驗者佳。
2.心導管攝影檢查之護理與衛教工作。
3.具護士/護理師執照。
4.單位衛耗材管理。",['護理師及護士'],"月薪30,000~33,000元",全職,屏東縣枋寮鄉中山路139號,不需負擔管理責任,無需出差外派,日班/晚班,週休二日,一個月內,1人,['上班族'],1年以上,專科、大學,護理助產相關,英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,Windows XP,不拘,無,"1.每年舉辦員工國內旅遊。
2.院內不定期舉辦員工健康促進活動。
3.特休假、產假、婚假、喪假等，依勞基法辦理。
4.不定期舉辦院內競賽、活動，爭取榮譽與獎金。",張小姐,hsing9321@gmail.com,https://www.104.com.tw/job/5hxvh?jobsource=jolist_c_relevance
枋寮醫療社團法人枋寮醫院,社工員【春日據點--布建計畫】,"執行:屏東縣身心障礙者社區式日間服務布建計畫【春日據點】
1.個案開發 
2.個別化服務計畫 
3.社會資源連結
4.服務宣導
5.行政核銷
應聘資格：
1.領有社會工作師證照。
2.領有專科社會工作師證書。
3.符合專門職業及高等考試社會工作師考試規則第5條應考資格規定者，惟於105年12月31日以前在職之專業人員，或經考選部核定准予部分科目免試有案者不在此限。
#社會工作系畢業#
#符合社會工作師應考資格
#原住民優先錄取","['其他醫療人員', '其他醫療從業人員']","月薪34,000元以上",全職,屏東縣春日鄉春日歸崇部落集會所,不需負擔管理責任,無需出差外派,日班，08:00~17:30,依公司規定,兩週內,1人,"['上班族', '原住民', '學生實習']",2年以上,專科、大學、碩士,其他醫藥衛生相關,不拘,不拘,不拘,無,"1.每年舉辦員工國內旅遊。
2.院內不定期舉辦員工健康促進活動。
3.特休假、產假、婚假、喪假等，依勞基法辦理。
4.不定期舉辦院內競賽、活動，爭取榮譽與獎金。",張玉杏,無,https://www.104.com.tw/job/6uwzi?jobsource=jolist_c_relevance
秀傳醫療體系_秀傳醫療社團法人秀傳紀念醫院,[駐彰濱院區]小兒部專科護理師,"1.每日隨主治醫師迴診住院病人，接受主治醫師指導開立醫囑，記載病情。
2.在上班規定時間內，住診新住院病人並作處置。
3.病人病情變化時前往診療並作處置。
4.病歷記載必須詳盡，醫囑必須清晰，並依規定完成。
5.依工作契約書內容所述之醫療輔助行為
6.提供照護團隊護理諮詢、提供健康促進/維護、疾病預防的教導與諮詢、適時團隊溝通",['專科護理師'],待遇面議 （經常性薪資達 4 萬元或以上）,全職,彰化縣鹿港鎮鹿工路6號  (彰濱工業區),不需負擔管理責任,無需出差外派,日班,依公司規定,兩週內,1人,"['上班族', '原住民']",3年以上,專科以上,護理助產相關,不拘,不拘,不拘,1.具小兒科護理經驗者尤佳。,"1.	員工24小時愛書人俱樂部：享受機場貴賓室的頂極服務，早餐、上下午茶、宵夜免費，並設有按摩椅及休息室。
2.	保險：享有勞健保、勞退、團保
3.	三節獎金：端午、中秋、年終獎金
4.	休假：依勞基法給予特休假
5.	伙食補助: 午晚餐半價
6.	提供住宿、護士服及鞋子、交通車服務
7.	員工及眷屬就醫折扣、每年員工健康檢查、醫院坐月子中心折扣
8.	結婚及生產禮金及禮品、生日禮卷、子女獎學金、常年會費補助
9.	各晚會及活動：迎新會、護師節晚會、中秋節及忘年晚會、親子家庭日活動、院慶活動等
10.	每年員工旅遊及聚餐補助、各類康樂社團補助
11.	免費健身中心
12.	學姊妹聚餐補助、早鳥獎金、獎助學金10 萬/年
13.	設有托嬰中心、特約托兒所及幼稚園
14.	醫院7-11及藥妝店9折",人事處莊小姐,04-7813888-71530,https://www.104.com.tw/job/615s8?jobsource=jolist_c_relevance
秀傳醫療體系_秀傳醫療社團法人秀傳紀念醫院,【員林何醫院】病房護理人員,"1.一般亞急性之臨床護理照護，及提供基本的病患基礎護理照顧。 
2.測量並且記錄病患的生理狀態（如：體溫、血壓、脈搏和呼吸）。 
3.觀察記錄患者給藥之後的狀況並加以回報。 
4.觀察、記錄並回報病人在接受醫療後狀態的改變，特別是一些不尋常的症狀反應。 
5.接聽病患求助電話，並且提供協助。",['護理師及護士'],"月薪33,000~45,000元",全職,彰化縣員林市民族街33號,不需負擔管理責任,無需出差外派,日班/晚班/大夜班，需輪班,依公司規定,不限,2~3人,"['上班族', '應屆畢業生', '日間就讀中', '夜間就讀中', '原住民', '二度就業']",不拘,專科、大學,護理助產相關,不拘,不拘,不拘,無,"1.	員工24小時愛書人俱樂部：享受機場貴賓室的頂極服務，早餐、上下午茶、宵夜免費，並設有按摩椅及休息室。
2.	保險：享有勞健保、勞退、團保
3.	三節獎金：端午、中秋、年終獎金
4.	休假：依勞基法給予特休假
5.	伙食補助: 午晚餐半價
6.	提供住宿、護士服及鞋子、交通車服務
7.	員工及眷屬就醫折扣、每年員工健康檢查、醫院坐月子中心折扣
8.	結婚及生產禮金及禮品、生日禮卷、子女獎學金、常年會費補助
9.	各晚會及活動：迎新會、護師節晚會、中秋節及忘年晚會、親子家庭日活動、院慶活動等
10.	每年員工旅遊及聚餐補助、各類康樂社團補助
11.	免費健身中心
12.	學姊妹聚餐補助、早鳥獎金、獎助學金10 萬/年
13.	設有托嬰中心、特約托兒所及幼稚園
14.	醫院7-11及藥妝店9折",督導,彰化縣員林市民族街33號,https://www.104.com.tw/job/3mzsu?jobsource=jolist_c_relevance
秀傳醫療體系_秀傳醫療社團法人秀傳紀念醫院,[駐彰濱院區]營養科-組長(營養師),"1.協助臨床、門診、團膳相關業務推動									
2.評鑑、專案計畫相關資料準備									
3.PGY&實習生指導									
4.協同主任主持相關科室會議及工作執行及檢討									
5.上級長官臨時交辦之業務",['營養師'],"月薪30,000~38,000元",全職,彰化縣鹿港鎮鹿工路6號  (彰濱工業區),管理人數未定,無需出差外派,日班，08:00~17:30，需輪班,依公司規定,兩週內,1人,['上班族'],不拘,大學,食品營養相關,英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,不拘,不拘,"1.具下列證書者佳：CDE糖尿病衛教證照、HACCP A.B證書、腎臟專科營養書證書
2.具團膳伙食作業尤佳","1.	員工24小時愛書人俱樂部：享受機場貴賓室的頂極服務，早餐、上下午茶、宵夜免費，並設有按摩椅及休息室。
2.	保險：享有勞健保、勞退、團保
3.	三節獎金：端午、中秋、年終獎金
4.	休假：依勞基法給予特休假
5.	伙食補助: 午晚餐半價
6.	提供住宿、護士服及鞋子、交通車服務
7.	員工及眷屬就醫折扣、每年員工健康檢查、醫院坐月子中心折扣
8.	結婚及生產禮金及禮品、生日禮卷、子女獎學金、常年會費補助
9.	各晚會及活動：迎新會、護師節晚會、中秋節及忘年晚會、親子家庭日活動、院慶活動等
10.	每年員工旅遊及聚餐補助、各類康樂社團補助
11.	免費健身中心
12.	學姊妹聚餐補助、早鳥獎金、獎助學金10 萬/年
13.	設有托嬰中心、特約托兒所及幼稚園
14.	醫院7-11及藥妝店9折",人事處莊小姐,04-7813888-71530,https://www.104.com.tw/job/6vjbg?jobsource=jolist_c_relevance
臺北市政府社會局委託社團法人新北市春陽關懷協會經營管理臺北市龍山社區公共托育家園,新北市新莊昌隆公托托育人員,"（一）擬定托育活動計畫 
（二）實施托育活動。 
（三）規畫托育環境。 
（四）觀察嬰幼兒發展，並針對需輔導個案進行追蹤輔導。 
（五）親職聯繫與溝通事項。 
（六）參與在職進修。 
（七）記錄兒童生活成長與諮詢轉介、生活與活動紀錄。 
（八）維護托育環境整潔與秩序。 
（九）參與輪值及各項中心內活動。 
（十）其他交辦事項。","['幼教班老師', '教保員', '托育人員']","月薪28,000~32,000元",全職,新北市新莊區昌隆公托,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1人,['上班族'],不拘,不拘,學前教育相關、兒童保育相關,不拘,Excel、PowerPoint、Word,不拘,具有愛心、耐心並能吃苦耐勞者,無,吳主任,changlong6301@gmail.com,https://www.104.com.tw/job/6p643?jobsource=jolist_c_relevance
社團法人中華基督教今日傳媒發展協會,新聞記者(高雄),"我們需要的是具有下述專業能力，並且對本工作有高度熱忱之人才，若您符合以下要件，歡迎您主動依本會規定方式應徵---

1.新聞與活動採訪策劃，執行深度報導與採訪 
2.觀察、訪問或調查、蒐集有關基督教教會活動消息，並注意發掘具有新聞價值之新聞
3.撰寫報導，並提交編輯部處理後發表
4.文字撰寫能力強、對新聞工作有熱情，有報紙採訪等相關經驗 
5.具備基本文案提案及攝影能力者 
6.具平面新聞媒體及雜誌出版業採訪記者職務1年以上工作經驗者 
7.錄取後需至台北受訓1~3個月",['記者／採編'],"月薪28,000~36,000元",全職,高雄市前鎮區台灣高雄市前鎮區一心二路,不需負擔管理責任,需出差，一年累積時間約一個月以下,日班,依公司規定,一個月內,1人,"['上班族', '原住民', '二度就業']",1年以上,專科以上,大眾傳播學科類,中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通,Excel、PowerPoint、Word、中文打字75~100、英文打字20~50、PhotoImpact,不拘,熟悉基督教信仰與教會生態，對福音傳播有負擔者較佳。,"一、保險
1.勞保/健保
2.團體保險:壽險、意外險、醫療險、職業災害
二、婚喪喜慶補助
三、急難救助
四、不定期員工聚餐
五、教育訓練
六、依法提撥新制退休金
七、休假制度
1.優於勞基法的特休制度:
不須服務滿一年，即可享有特休假
2.其餘休假制度依法令規定
八、定期員工體檢

*僅台灣地區適用，國外地區依各國法令另訂。",人資,無,https://www.104.com.tw/job/6e0sh?jobsource=jolist_c_relevance
新北市政府委託社團法人新北市嬰幼兒托育協會辦理永和中興公共托育中心(托嬰中心),托育人員,"負責初生滿一月至未滿三歲的嬰幼兒，提供幼童的日常生活照護與安排適合幼兒身心發展的各種學習活動:
1.班級經營管理總規劃
2.擬訂教保計畫、規劃教保環境、製作教具、實施教保活動。
3.班級教保、衛保活動執行與紀錄。
4.實施班級親師溝通與親職教育。
5.負責班級情境佈置與維護，定時維護班級內外清潔。
6.配合中心辦理或參與各項研習、活動與會議。
7.配合行政規劃相關事務及勤務。
8.主任交辦之事情","['托育人員', '教保員', '幼教班老師']","月薪28,600~32,600元",全職,新北市永和區國光路116巷2號2樓,不需負擔管理責任,無需出差外派,日班,週休二日,不限,1人,"['上班族', '應屆畢業生', '日間就讀中', '夜間就讀中', '外籍人士', '原住民', '二度就業']",不拘,高中以上,兒童保育相關、學前教育相關、護理助產相關,不拘,不拘,不拘,"本科系畢或
具保母人員證照
具CPR證照",團保、員工旅遊、尾牙、年終獎金、久任獎金,包主任,無,https://www.104.com.tw/job/6vujf?jobsource=jolist_c_relevance
台中榮總合作醫院_員榮醫療社團法人員榮醫院,整形美容中心-護理人員,"1.績效另計
2.門診時間協助跟診",['護理師及護士'],"月薪28,000~29,500元",全職,彰化縣員林市中正路201號,不需負擔管理責任,無需出差外派,日班/晚班，需輪班,依公司規定,不限,1人,"['上班族', '應屆畢業生', '原住民']",不拘,專科、大學,不拘,不拘,不拘,不拘,無,"本院提供多樣化福利項目，提升員工對福利的滿意度，讓員工感受到本院的照顧與回饋，打造有感的幸福企業。

一、優渥獎金：
節金：春節、端午、中秋三節節金加禮卷、護師節節金、生日禮卷
獎勵金：年終獎金、績效獎金、臨床員工留任獎勵金、優良員工獎勵金、學術論文獎勵金、職缺推薦奬金

二、員工保險：
提供員工勞工保險、全民健康保險、新舊制退休金提撥勞保、團體保險

三、家庭照顧：
1.員工子女獎助學金
2.托育補助
3.急難救助金
4.住院慰問金
5.喪葬慰問金
6.家庭照顧假7日

四、祝賀：
1.生日禮金
2.結婚禮金
3.生育禮金(一胎三萬元起)

五、醫療福利 :
1.本院員工之配偶、父母、子女均可享有本院的醫療優待
2.定期為員工提供健康檢查

六、員工制服：
提供醫事及行政人員制服、護士服及護士鞋，並提供免費清洗服務。

七、其他福利：
1.提供火車站、兩院交通車服務
2.免費社團活動
3.每年招待員工國內旅遊活動
4.提供優質員工宿舍
5提供.員工優惠而營養的福利餐
6.特約商店
7.年終歲未舉辦大型尾牙聯歡及高檔摸彩活動",柯小姐,無,https://www.104.com.tw/job/6m0ma?jobsource=jolist_c_relevance
秀傳醫療體系_秀傳醫療社團法人秀傳紀念醫院,[駐彰秀院區]健檢課-護理人員,"1.外出健檢隊支援(抽血、血壓測量、視力測量...等)
2.協助整理體檢報告
3.院內健檢項目
4.具職業衛生護理研習訓練證書
5.薪資待遇會依個人考核表現有所不同",['護理師及護士'],"月薪32,000~40,000元",全職,彰化縣彰化市中山路一段542號,不需負擔管理責任,無需出差外派,日班/假日班，排班制,依公司規定,一個月內,1~3人,"['上班族', '應屆畢業生', '原住民', '二度就業']",不拘,專科、大學,護理助產相關,台語 -- 中等,不拘,不拘,"1.具電腦操作能力。

2.有服務人群之熱忱。

3.工作時間需配合單位業務需要。","1.	員工24小時愛書人俱樂部：享受機場貴賓室的頂極服務，早餐、上下午茶、宵夜免費，並設有按摩椅及休息室。
2.	保險：享有勞健保、勞退、團保
3.	三節獎金：端午、中秋、年終獎金
4.	休假：依勞基法給予特休假
5.	伙食補助: 午晚餐半價
6.	提供住宿、護士服及鞋子、交通車服務
7.	員工及眷屬就醫折扣、每年員工健康檢查、醫院坐月子中心折扣
8.	結婚及生產禮金及禮品、生日禮卷、子女獎學金、常年會費補助
9.	各晚會及活動：迎新會、護師節晚會、中秋節及忘年晚會、親子家庭日活動、院慶活動等
10.	每年員工旅遊及聚餐補助、各類康樂社團補助
11.	免費健身中心
12.	學姊妹聚餐補助、早鳥獎金、獎助學金10 萬/年
13.	設有托嬰中心、特約托兒所及幼稚園
14.	醫院7-11及藥妝店9折",人事課,04-7111582-207,https://www.104.com.tw/job/4l90b?jobsource=jolist_c_relevance
秀傳醫療體系_秀傳醫療社團法人秀傳紀念醫院,[駐彰秀院區]高壓氧-專科護理師,"1.醫囑處置
2.每日查房及患者傷口診察及處置
3.協助門診業務","['專科護理師', '護理師及護士']",待遇面議 （經常性薪資達 4 萬元或以上）,全職,彰化縣彰化市中山路一段542號,不需負擔管理責任,無需出差外派,日班/晚班/大夜班/假日班，08:00-00:00,依公司規定,一個月內,1人,"['上班族', '原住民']",1年以上,專科以上,護理助產相關,不拘,不拘,不拘,需具備專科護理師執照,"1.	員工24小時愛書人俱樂部：享受機場貴賓室的頂極服務，早餐、上下午茶、宵夜免費，並設有按摩椅及休息室。
2.	保險：享有勞健保、勞退、團保
3.	三節獎金：端午、中秋、年終獎金
4.	休假：依勞基法給予特休假
5.	伙食補助: 午晚餐半價
6.	提供住宿、護士服及鞋子、交通車服務
7.	員工及眷屬就醫折扣、每年員工健康檢查、醫院坐月子中心折扣
8.	結婚及生產禮金及禮品、生日禮卷、子女獎學金、常年會費補助
9.	各晚會及活動：迎新會、護師節晚會、中秋節及忘年晚會、親子家庭日活動、院慶活動等
10.	每年員工旅遊及聚餐補助、各類康樂社團補助
11.	免費健身中心
12.	學姊妹聚餐補助、早鳥獎金、獎助學金10 萬/年
13.	設有托嬰中心、特約托兒所及幼稚園
14.	醫院7-11及藥妝店9折",人事課鄭小姐,04-7256166-85308,https://www.104.com.tw/job/471hx?jobsource=jolist_c_relevance
道周醫療社團法人道周醫院,洗腎護理師,"1.提供洗腎的病患醫療照顧。 
2.行政事務的協助處理。
3.評鑑業務",['護理師及護士'],"月薪30,000~45,000元",全職,彰化縣和美鎮和光路180號,不需負擔管理責任,無需出差外派,日班/晚班，需輪班,依公司規定,不限,1人,['上班族'],不拘,高中以上,護理助產相關,不拘,不拘,不拘,"有無經驗均可,歡迎2度就業及剛畢業的青年學子
可年後上班","1.適用勞基法
2.享勞、健保
3.年終獎金
4.月休8天",施怡如,04-7566995-602 或 0958241789,https://www.104.com.tw/job/4o8un?jobsource=jolist_c_relevance
光田醫療社團法人光田綜合醫院,兒科加護病房護理師(大甲院區),病嬰與重症兒科病房照護。,['護理師及護士'],"月薪39,000~63,000元",全職,台中市大甲區經國路321號,不需負擔管理責任,無需出差外派,日班/晚班/大夜班，依醫院規定，需輪班,依公司規定,兩週內,1人,"['上班族', '原住民']",不拘,專科以上,護理助產相關,台語 -- 精通,Excel、Word,不拘,"1.具護理證書，有急重症經驗者佳，護理應屆畢業生可。請註明應徵科別。
2.依職務及學經歷不同核定薪資","◆獎金類
1.全勤獎金 2.三節獎金3.生日獎金4.年終獎金5.績效獎金6.其他獎金
◆保險/退休金類
1.勞保2.健保3.職災保險4.團保意外險5.勞工退休金
◆休閒類
1.自強活動(運動會、健行、社團活動)2.國內旅遊3.國外旅遊4.春酒
◆制度類
1.員工制服2.伙食津貼3.員工院內外在職教育訓練4.晉升制度5.員工協助方案6.員工學位進修
◆請/休假制度
1.男性員工陪產假2.產假3.育嬰假4.生理假5.特休假6.依勞基法規範之相關假別
◆設備類
1.員工宿舍2.員工上下班交通車3.員工餐廳4.圖書館5.員工停車位或停車補助
◆優惠類
1.健康檢查2.特約商店3.員工及眷屬醫療優待4.院內便利商店優惠
◆補助類
1.結婚禮金2.生育補助3.員工及眷屬喪葬補助4.國內外進修補助5.旅遊補助",陳小姐,"yu80110@yahoo.com.tw,hrm.tajia@ktgh.com.tw",https://www.104.com.tw/job/6w8dk?jobsource=jolist_c_relevance
惠來醫療社團法人宏仁醫院,急診室助理員,"1.協助日常照護病人等庶務。
2.為病患翻身、換尿布、擦拭身體、更衣等等。
3.照顧病患飲食、餵食、服藥及打點滴等等。
4.整理病床、送洗病患衣物、整理環境、補備材等業務。
5.具照顧服務員資格者尤佳。
6.其他主管交辦事項。","['照顧服務員', '其他醫療從業人員']","月薪23,800~24,000元",全職,彰化縣員林市,不需負擔管理責任,無需出差外派,日班/晚班,依公司規定,兩週內,1~2人,"['上班族', '原住民', '二度就業']",不拘,高中以下、高中,不拘,台語 -- 中等,不拘,不拘,具照護經驗者尤佳,勞健保、勞退，員工及眷屬醫療優惠折扣，員工餐廳免費用餐，員工制服，生日禮金及蛋糕，提供住宿，國內外旅遊，教育訓練，生育、婚.喪補助金，陪產假，生理假，年度免費健康體檢..等,陳小姐,04-8375878-180,https://www.104.com.tw/job/6apu6?jobsource=jolist_c_relevance
東元醫療社團法人東元綜合醫院,【資材組】行政助理,"（一）	採購、庫房相關業務作業。
（二）	執行各類收料驗收上架、備料發料作業。
（三）	驗收帳務核對及異常處理。
（四）	滯料、退換貨處理報銷帳務作業。
（五）	配送資料維護、確認作業。
（六）	防疫物資、戰備物資之物料管理。
（七）	其他主管交辦事項","['採購人員', '採購助理']","月薪25,600~29,600元",全職,新竹縣竹北市,不需負擔管理責任,無需出差外派,日班，08:00~17:00,依公司規定,一週內,1~2人,"['上班族', '應屆畢業生', '日間就讀中', '夜間就讀中', '外籍人士', '原住民']",1年以上,大學以上,醫務管理相關、企業管理相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘,不拘,"1.大學以上醫務管理,商學相關科系畢。
2.一年以上採購相關經驗。
3.熟Windows,Ms office操作。
4.具樂觀,積極之學習及解決問題態度。
5.語文能力:英文聽,說,讀,寫可。","(一)享有勞、健保、退休金、員工健康檢查。
(二)員工及其眷屬享有醫療優待。
(三)設有員工宿舍。
(四)院內外各項在職訓練及學術研討會。
(五)各項節慶活動辦理，如護師節、醫師節、望年會、家庭日….等。
(六)員工旅遊補助。
(七)婚喪賀奠補助。
(八)三節獎金。
(九)生日禮金。
(十)享有本院特約商店之折扣優待
(十一)設有圖書館供書籍之借閱及代購書籍….等。
(十二)在職進修設有公假及公費補助。
(十三)其他福利(適用對象及申請條件依醫院規則)：
1.假日津貼
2.租屋補助
3.大夜包班獎勵
4.簽約金
5.留任獎金
6.揪團獎金
7.推薦獎金
8.人才培育獎金",陳組長,無,https://www.104.com.tw/job/34k3t?jobsource=jolist_c_relevance
李綜合醫療社團法人大甲李綜合醫院,加護病房護理人員(大甲),【薪優，簽約兩年立即獎六萬，三年立即獎十萬，竭誠歡迎您的加入】,"['護理師及護士', '照顧服務員', '醫師']","月薪40,000元以上",全職,台中市大甲區八德街2號,不需負擔管理責任,無需出差外派,日班/晚班/大夜班/假日班，需輪班,依公司規定,不限,不限,"['上班族', '應屆畢業生', '原住民']",不拘,專科以上,護理助產相關,台語 -- 略懂,不拘,不拘,具護理師或護理士執照,"本院工作環境佳，員工相處和睦，在職教育訓練機會多，升遷管道暢通。
待遇優，享夜班津貼、績效獎金、生日禮券、年終獎金及特休假…等。
另~病房護理人員服務兩年獎金六萬、三年獎十萬。(僅適用於大甲、苑裡、順安院區)
食：上班供午餐。
衣：依單位規定提供制服。
住：遠地員工供宿。
行：舉辦員工旅遊、忘年會、護士節晚會等。

醫療保險：勞健保、團保、員工及眷屬醫療優待。",陳小姐,tchnd2168@leehospital.com.tw,https://www.104.com.tw/job/2i55y?jobsource=jolist_c_relevance
